Quartier,Commune,Etage,Superficie,Piece,Electricite,Gaz,Eau,Acte notarie,Jardin,Livret foncier,Meuble,Garage,Prix
Boulevard Amirouche,Alger Centre,4.0,90,3.0,1,1,1,1,0,0,0,0,1000.0
sacre coeur ,Alger Centre,6.0,71,3.0,1,1,1,1,0,1,0,0,4600.0
HUSSEIN DEY,Alger Centre,1.0,75,3.0,1,1,1,1,0,1,0,0,1050.0
Douaouda ,Alger Centre,4.0,82,3.0,1,1,1,1,0,1,0,0,1900.0
MEISSONIER,Alger Centre,5.0,100,4.0,1,1,1,0,0,0,0,0,1850.0
HASSIBA,Alger Centre,3.0,76,3.0,1,1,1,1,0,0,0,0,3800.0
Mohamed 5,Alger Centre,2.0,90,3.0,1,1,1,1,0,0,0,0,2350.0
LES GROUPE,Alger Centre,8.0,46,2.0,1,1,1,1,0,0,0,0,1500.0
Alger centre,Alger Centre,4.0,70,3.0,0,0,0,1,0,1,0,0,1100.0
VICTOR HUGO,Alger Centre,2.0,73,3.0,1,1,1,1,0,1,0,0,3200.0
Didouche mourad ,Alger Centre,5.0,32,2.0,1,1,1,0,0,0,0,0,1300.0
COTE TELEMLY ,Alger Centre,5.0,75,3.0,1,1,1,1,0,1,0,0,4500.0
Sacr-Coeur  ,Alger Centre,2.0,112,3.0,1,1,1,1,0,1,0,0,2900.0
LA GRANDE POSTE ,Alger Centre,4.0,140,6.0,1,1,1,1,0,0,0,0,1300.0
5 Rue Mustapha ferroukhi ex rue chelieux,Alger Centre,2.0,90,3.0,1,1,1,1,0,1,0,0,3800.0
SACR CUR ,Alger Centre,3.0,70,3.0,0,1,1,1,0,0,0,0,2600.0
Victor hugo ,Alger Centre,2.0,120,5.0,1,1,1,1,0,1,0,0,1700.0
telemly    ( krime belkaceme ),Alger Centre,6.0,215,5.0,1,1,1,1,0,1,1,1,2800.0
Rue Bicha  cot de l'hpital Mustapha,Alger Centre,1.0,117,6.0,1,1,1,0,0,0,0,0,3500.0
TELEMLY,Alger Centre,3.0,130,4.0,1,1,1,0,0,0,0,0,3000.0
Meissonnier (Rue Ahmed Zabana / Ex:Rue Hoche),Alger Centre,4.0,60,3.0,1,1,1,0,0,0,0,0,4000.0
cit 1600 lgts  eucalyptus route de larbaa,Alger Centre,1.0,60,3.0,1,1,1,1,0,0,0,0,1500.0
Telemly,Alger Centre,1.0,110,4.0,1,1,1,1,0,0,0,0,2250.0
Telemly,Alger Centre,1.0,110,4.0,1,1,1,1,0,1,0,0,3500.0
Boulevard 5 ,Alger Centre,6.0,90,3.0,0,0,0,0,0,0,0,0,3500.0
 Tel : 0541 04 24 99,Alger Centre,1.0,45,2.0,1,1,1,1,0,1,0,0,3400.0
LARBI BEN M'HIDI,Alger Centre,3.0,122,3.0,1,1,1,1,0,0,0,0,1400.0
Ruissaux,Alger Centre,13.0,62,3.0,1,1,1,1,0,1,0,0,2800.0
Place 1 mai,Alger Centre,4.0,72,3.0,1,1,1,1,0,1,0,0,2000.0
didouche Mourad,Alger Centre,1.0,54,2.0,1,1,1,1,0,1,0,0,1900.0
Victor hugot,Alger Centre,2.0,73,3.0,1,1,1,1,0,1,0,0,1900.0
Didouche Mourad,Alger Centre,6.0,94,4.0,1,1,1,1,0,1,0,0,1800.0
Lyce Saint lizabeth,Alger Centre,2.0,90,4.0,1,1,1,1,0,1,0,0,5000.0
didouche mourad,Alger Centre,5.0,140,5.0,1,1,1,1,0,1,0,0,2100.0
Mohamed 5 en plein boulevard ,Alger Centre,5.0,92,4.0,1,1,1,1,0,1,0,0,1500.0
victor hugo ,Alger Centre,2.0,115,5.0,1,1,1,1,0,1,0,0,2200.0
Kadikse ,Alger Centre,4.0,100,4.0,1,1,1,0,1,0,1,1,2200.0
Colonel chaabani,Alger Centre,2.0,140,5.0,0,0,0,0,0,0,0,0,1800.0
La rue hassiba ,Alger Centre,2.0,100,4.0,1,1,1,1,0,1,0,0,4200.0
didouche mourad,Alger Centre,2.0,80,4.0,1,1,1,1,0,1,0,0,2800.0
Duc des cars,Alger Centre,3.0,87,4.0,1,1,1,1,0,0,0,0,4500.0
"rue des frres bellili,alger-centre, au dessus de l hotel el aurassi",Alger Centre,4.0,54,2.0,1,1,0,1,0,0,0,0,2000.0
RABEH NOEL,Alger Centre,4.0,85,3.0,1,1,1,1,0,1,0,0,1200.0
audin (la rue muloz),Alger Centre,1.0,80,4.0,1,1,1,1,0,1,0,0,2850.0
Missions ,Alger Centre,6.0,120,4.0,1,1,1,1,0,1,0,0,2200.0
Bv Med V,Alger Centre,3.0,93,3.0,1,1,1,1,0,1,0,0,4000.0
50 avenue ahmed ghermoul,Alger Centre,3.0,200,5.0,1,1,1,1,0,0,1,0,3500.0
GALINI...BD BOUGARA ,Alger Centre,6.0,83,2.0,1,1,1,1,0,1,0,0,1300.0
Rue pasteur ,Alger Centre,1.0,74,4.0,1,1,1,0,0,0,0,0,2500.0
Mehamad 5,Alger Centre,3.0,120,2.0,1,1,1,1,0,1,0,0,4300.0
boulevard 5,Alger Centre,2.0,90,3.0,1,1,1,1,0,0,0,0,4200.0
rida houhou,Alger Centre,5.0,55,2.0,1,1,1,1,0,1,0,0,1150.0
amirouche,Alger Centre,3.0,130,5.0,1,1,1,1,0,1,0,0,1700.0
Rue Duc Des Cars,Alger Centre,1.0,50,2.0,1,1,1,1,0,0,0,0,1600.0
Debussy,Alger Centre,3.0,58,2.0,1,1,1,0,0,0,0,0,1750.0
Centre ville Alger,Alger Centre,5.0,210,8.0,1,1,1,1,0,1,0,0,1900.0
Telemly,Alger Centre,1.0,66,3.0,0,0,0,1,0,1,0,0,2100.0
pas loin de  Hotel Saint George ,Alger Centre,4.0,110,4.0,1,1,1,1,0,1,0,0,5000.0
MEISSONNIER ALGER CENTRE - -,Alger Centre,5.0,100,4.0,0,0,0,0,0,0,0,0,1900.0
niveau Rue Dr Trollard,Alger Centre,1.0,35,2.0,1,1,1,1,0,0,0,0,5000.0
1er mai,Alger Centre,4.0,50,3.0,1,1,1,1,0,1,0,0,1300.0
boulvard 5,Alger Centre,4.0,110,4.0,1,1,1,1,0,1,0,0,3800.0
Proximit didouche Mourad.,Alger Centre,1.0,48,2.0,1,1,1,1,0,1,0,0,1400.0
Boulevard Mohamed 5,Alger Centre,5.0,90,4.0,1,1,1,1,0,0,0,0,2600.0
Rue Didouche Mourad,Alger Centre,5.0,86,4.0,1,1,1,0,0,0,0,0,2200.0
Rue bennasar,Alger Centre,4.0,115,4.0,1,1,1,0,0,0,0,0,1000.0
Sacre Coeur,Alger Centre,1.0,70,3.0,1,1,1,0,0,0,0,0,4000.0
 proximit du palais ,Alger Centre,5.0,60,2.0,1,1,1,1,0,1,0,0,1700.0
rue d'isly,Alger Centre,1.0,96,4.0,1,1,1,1,0,1,0,0,2500.0
place du 1er mai,Alger Centre,1.0,137,5.0,1,1,1,0,0,0,0,0,2300.0
8rue.Mohamed zekal,Alger Centre,6.0,100,4.0,1,1,1,0,0,0,0,0,1260.0
Telemly,Alger Centre,5.0,75,3.0,1,1,1,1,0,1,0,0,1400.0
rue desley,Alger Centre,4.0,90,4.0,1,1,1,1,0,1,0,0,1400.0
alger,Alger Centre,1.0,40,2.0,1,1,1,1,0,1,0,0,3500.0
RUE HOCHE a cote de la rue meissonier,Alger Centre,2.0,107,4.0,1,1,1,1,0,1,0,0,2500.0
Didouche Mourad,Alger Centre,1.0,90,3.0,1,1,1,1,0,1,0,0,4200.0
Hassiba ben bouali,Alger Centre,2.0,40,2.0,1,1,1,0,0,1,0,0,4000.0
Telemly duc des cars ,Alger Centre,5.0,60,2.0,1,1,1,1,0,1,0,0,1900.0
1 mai ,Alger Centre,4.0,80,3.0,1,1,1,1,0,1,0,0,1800.0
sacre coeur,Alger Centre,4.0,93,3.0,1,1,1,1,0,1,0,0,1100.0
rue mogador ,Alger Centre,3.0,45,2.0,1,1,1,1,0,1,0,0,1400.0
hauteurs de didouche,Alger Centre,8.0,165,5.0,0,0,0,0,0,0,0,0,1800.0
boulevard amiroche,Alger Centre,3.0,115,5.0,0,0,0,1,0,0,0,0,2500.0
telemly,Alger Centre,9.0,120,4.0,1,1,1,1,0,1,0,0,1350.0
 rue larbi Ben mhidi ,Alger Centre,2.0,97,4.0,1,1,1,0,0,0,0,0,1500.0
Meissonier,Alger Centre,2.0,62,2.0,1,1,1,1,0,1,0,0,2800.0
La rue d'ysli,Alger Centre,2.0,90,4.0,1,1,1,1,0,1,0,0,2300.0
Didouche mourad ,Alger Centre,4.0,80,4.0,1,1,1,1,0,0,0,0,3200.0
audin,Alger Centre,4.0,150,6.0,1,1,1,1,0,1,0,0,1500.0
"reu d'izly , L'Emir Abd el-Kader",Alger Centre,1.0,175,7.0,0,0,0,1,0,1,0,0,2500.0
les quatres canons,Alger Centre,1.0,40,2.0,1,1,1,1,0,0,0,0,3050.0
SACRE COEUR,Alger Centre,2.0,112,3.0,1,1,1,1,0,1,0,0,5000.0
Didouch mourad en allons vers tillimly,Alger Centre,3.0,170,4.0,1,1,1,1,0,0,0,0,3000.0
acot mssonnier ,Alger Centre,2.0,50,2.0,1,1,1,1,0,1,1,0,3500.0
cadix rue mouzaoui,Alger Centre,4.0,105,4.0,0,0,0,1,0,0,0,0,2200.0
belcourt,Alger Centre,5.0,50,3.0,1,1,1,0,0,0,0,0,1250.0
Krim belkacem (tilimly),Alger Centre,1.0,110,5.0,1,1,1,1,0,1,1,1,1100.0
Grand boulevard didouche mourad,Alger Centre,3.0,119,5.0,1,1,1,1,0,1,0,0,2700.0
vente appartement en espagne,Alger Centre,9.0,70,3.0,1,1,1,0,0,0,0,0,2800.0
Ct fac centrale ,Alger Centre,4.0,70,3.0,1,1,1,1,0,0,1,1,2500.0
Triyoli,Alger Centre,1.0,65,2.0,1,0,1,0,1,0,0,0,1600.0
Rue Duc Des Cars,Alger Centre,1.0,70,3.0,1,1,1,1,0,0,0,0,4700.0
boulevard mohamed V,Alger Centre,5.0,90,4.0,1,1,1,0,0,0,0,0,3900.0
Meissonier,Alger Centre,4.0,65,2.0,1,1,1,0,0,0,0,0,1800.0
LARBI BEN MEHIDI,Alger Centre,4.0,190,7.0,1,1,1,1,0,1,0,0,1500.0
rue freres bennaceur,Alger Centre,4.0,113,4.0,1,1,1,1,0,1,0,0,1800.0
  .              ,Alger Centre,2.0,90,3.0,1,1,1,1,1,0,0,0,2300.0
rue larbi ben m'hidi,Alger Centre,2.0,75,4.0,1,1,1,1,0,0,0,0,3300.0
Addis Abeba,Alger Centre,2.0,120,4.0,1,1,1,1,0,1,0,1,5000.0
Maissonier  Alger centre ,Alger Centre,6.0,120,4.0,1,1,1,1,0,1,0,0,1900.0
Telemly ,Alger Centre,2.0,90,4.0,0,0,0,0,0,0,0,0,1000.0
krim belkacem telemly,Alger Centre,1.0,108,4.0,1,1,1,1,0,0,0,0,1100.0
GRANDE POSTE,Alger Centre,5.0,155,5.0,1,1,1,1,0,0,1,0,1250.0
Boulevard Zirout Youcef,Alger Centre,3.0,104,4.0,1,1,1,1,0,1,0,0,1300.0
Golf el Mouradia Descartes ,Alger Centre,1.0,82,3.0,1,1,1,1,0,1,0,0,2300.0
debussy,Alger Centre,3.0,58,2.0,1,1,1,1,0,1,0,0,3100.0
debussy,Alger Centre,3.0,60,2.0,1,1,1,1,0,1,0,0,1800.0
Rue Hassiba Ben Bouali,Alger Centre,6.0,100,4.0,1,1,1,1,0,1,0,0,3800.0
la rue d'isly,Alger Centre,5.0,165,5.0,1,1,1,1,0,1,1,0,1700.0
Abane ramdan,Alger Centre,1.0,130,6.0,1,1,1,0,0,0,0,0,1200.0
"boulvard 5 , a cot de air algrie",Alger Centre,3.0,55,3.0,1,1,1,0,0,1,0,0,1250.0
Hassiba ben bouali ,Alger Centre,2.0,90,4.0,1,1,1,1,1,0,0,0,2100.0
pasteur ,Alger Centre,4.0,98,4.0,0,0,0,1,0,1,0,0,1650.0
said hamdine,Alger Centre,1.0,67,2.0,0,0,0,0,0,0,0,0,1900.0
DEBUSSY,Alger Centre,4.0,63,3.0,0,0,0,0,0,0,0,0,2800.0
Missionner,Alger Centre,4.0,100,4.0,1,1,1,1,0,1,0,0,3000.0
"Prs de Rue d'Isly, ct APC",Alger Centre,2.0,95,4.0,1,1,1,1,0,1,0,0,1800.0
alger,Alger Centre,3.0,70,3.0,1,1,1,1,0,1,1,1,1400.0
telemly,Alger Centre,6.0,215,6.0,1,1,1,1,0,1,0,0,1600.0
Hydra cot khaber,Alger Centre,2.0,120,4.0,1,1,1,1,0,1,1,0,1300.0
telemly,Alger Centre,2.0,60,3.0,1,1,1,1,0,1,0,0,4000.0
La rue khelifa boukhalfa ,Alger Centre,6.0,120,4.0,1,1,1,1,0,1,0,0,1700.0
Docteur Trolard,Alger Centre,4.0,110,5.0,0,0,0,0,0,0,0,0,1700.0
ghermoul ,Alger Centre,5.0,96,4.0,1,1,1,1,0,0,1,0,1700.0
DEBUSSY,Alger Centre,2.0,55,2.0,0,0,0,0,0,0,0,0,1500.0
COTE SACRE COEUR ,Alger Centre,3.0,218,6.0,1,1,1,1,0,1,0,0,1300.0
telemly,Alger Centre,6.0,75,3.0,1,1,1,1,0,1,0,1,1250.0
saint george,Alger Centre,4.0,105,3.0,0,0,0,0,0,0,0,0,2100.0
1 mai,Alger Centre,4.0,100,4.0,0,0,0,0,0,0,0,0,3500.0
Reda houhou ,Alger Centre,1.0,110,5.0,1,1,1,0,0,0,1,0,2800.0
Boulevard Mohamed 5,Alger Centre,2.0,120,5.0,1,1,1,0,0,0,0,0,2800.0
LARBI BEN MHIDI,Alger Centre,3.0,122,3.0,1,1,1,1,0,0,0,0,4100.0
Audin,Alger Centre,1.0,75,3.0,0,0,0,0,0,0,0,0,2000.0
07 rue didouche mourad,Alger Centre,1.0,131,4.0,1,1,1,1,0,1,0,0,2500.0
sahet chouhada zouge  aioun mitro a  50m,Alger Centre,1.0,38,2.0,1,0,1,1,0,1,0,0,2100.0
   ,Alger Centre,3.0,95,4.0,1,1,1,1,0,1,1,0,2500.0
Telemly,Alger Centre,6.0,180,5.0,0,0,0,0,0,0,0,0,1650.0
Rsidentiel,Alger Centre,6.0,110,5.0,1,1,1,1,0,1,0,0,1500.0
rue Danton,Alger Centre,2.0,65,2.0,0,0,0,0,0,0,0,0,3300.0
ferroukhi mustapha ex rechelieu ,Alger Centre,2.0,85,3.0,1,1,1,1,0,1,0,0,1600.0
ABC,Alger Centre,5.0,45,2.0,0,0,0,1,0,1,0,0,3200.0
11 rue Abdelkrim El Khattabi (Fac centrale) alger,Alger Centre,5.0,158,6.0,1,1,1,0,0,0,1,0,2500.0
placette Emir Abdelkader,Alger Centre,1.0,158,5.0,0,0,0,0,0,0,0,0,1050.0
Didouche mourad,Alger Centre,5.0,55,2.0,1,1,1,1,0,0,0,0,1800.0
DEBIH CHERIF,Alger Centre,2.0,74,4.0,1,1,1,1,0,1,0,0,1200.0
90 Didouche Mourad,Alger Centre,5.0,116,4.0,0,0,0,0,0,0,0,0,2900.0
Place Audin,Alger Centre,1.0,57,3.0,1,1,1,0,1,0,0,0,2000.0
reda houhou,Alger Centre,2.0,86,4.0,0,0,0,0,0,0,0,0,1100.0
Kadix,Alger Centre,1.0,75,4.0,1,1,1,1,0,1,0,0,1300.0
MEISSONNIER ALGER CENTRE,Alger Centre,5.0,100,4.0,0,0,0,0,0,0,0,0,3300.0
Duc Des Cars,Alger Centre,5.0,100,4.0,1,1,1,0,0,0,0,0,1700.0
sacr coeur ,Alger Centre,4.0,120,4.0,1,1,1,1,0,0,0,0,4200.0
          ,Alger Centre,1.0,80,4.0,1,1,1,1,0,0,0,0,3500.0
alger centre GOLF,Alger Centre,2.0,90,3.0,1,1,1,1,0,0,0,0,1800.0
APC ALGER CENTRE,Alger Centre,7.0,123,3.0,1,1,1,0,0,0,0,0,2600.0
grande poste,Alger Centre,4.0,140,6.0,1,1,1,1,0,1,0,0,2000.0
telemly,Alger Centre,1.0,84,3.0,1,1,1,0,0,0,0,0,3000.0
place des martire (   ),Alger Centre,3.0,135,5.0,1,1,1,1,0,1,0,0,2000.0
alger centre,Alger Centre,4.0,200,4.0,1,1,1,1,0,0,0,0,3500.0
Belkour ,Alger Centre,1.0,50,3.0,1,1,1,1,0,1,0,0,3000.0
abane ramdane,Alger Centre,4.0,73,3.0,1,1,1,1,0,0,0,0,1800.0
boulevard Mohamed 5,Alger Centre,6.0,180,5.0,0,1,1,0,0,1,0,0,1050.0
rue larbi ben m'hidi,Alger Centre,5.0,145,5.0,1,1,1,1,0,1,0,0,4000.0
telemly,Alger Centre,2.0,85,3.0,1,1,1,1,0,1,0,0,2200.0
RUE DU DOCTEUR TROLLARD,Alger Centre,2.0,73,3.0,1,1,1,1,0,0,0,0,1200.0
la rue hoche ,Alger Centre,1.0,76,3.0,1,1,1,1,0,1,0,1,1850.0
Diar lbabor,Alger Centre,4.0,75,3.0,0,0,0,0,0,0,0,0,1900.0
RESIDENCE PACHA BEY,Alger Centre,2.0,87,3.0,1,1,1,1,1,1,0,0,3200.0
1 er mai,Alger Centre,2.0,42,2.0,1,1,1,0,0,0,0,0,1000.0
Amirouche,Alger Centre,3.0,115,5.0,1,1,1,1,0,1,0,0,1650.0
Sacr coeur ,Alger Centre,3.0,125,4.0,1,1,1,1,0,1,0,0,1250.0
boulevard 5,Alger Centre,2.0,87,3.0,1,1,1,1,0,1,0,0,1500.0
hassiba ben bouali,Alger Centre,5.0,30,3.0,0,1,1,1,0,1,1,0,4300.0
Bd Mohamed v,Alger Centre,5.0,80,4.0,0,0,0,0,0,0,0,0,2000.0
DOCTEUR SAADANE,Alger Centre,4.0,110,5.0,1,1,1,1,0,0,0,0,2500.0
Sidi M'hamed ,Alger Centre,1.0,40,2.0,1,1,1,1,0,0,0,0,2000.0
1Mai,Alger Centre,4.0,72,3.0,1,1,1,1,0,1,0,0,1700.0
Debussy,Alger Centre,1.0,240,6.0,1,1,1,0,0,0,0,0,1700.0
didouche ,Alger Centre,1.0,95,5.0,1,1,1,1,0,1,0,0,1500.0
telemly ,Alger Centre,7.0,95,3.0,1,1,1,1,0,1,0,0,1300.0
Chmonafer,Alger Centre,4.0,26,1.0,1,1,1,1,0,1,0,0,1250.0
Rue Abbane Ramdan,Alger Centre,1.0,105,5.0,1,1,1,1,0,1,0,0,1650.0
AVENUE PASTEUR,Alger Centre,4.0,90,4.0,1,1,1,0,0,0,0,0,1900.0
Didouche mourad,Alger Centre,3.0,170,5.0,1,1,1,1,0,0,0,0,4500.0
DEBUSSY,Alger Centre,5.0,130,4.0,0,0,0,0,0,0,0,0,4000.0
rue Mohamed belouizdad,Alger Centre,3.0,40,2.0,1,1,1,0,0,1,0,0,1450.0
Didouche mourad,Alger Centre,1.0,80,3.0,1,1,1,1,0,1,0,0,1900.0
reda houhou,Alger Centre,2.0,86,4.0,1,1,1,1,0,1,0,0,1400.0
Didouche morade,Alger Centre,6.0,75,3.0,1,1,1,1,0,0,0,0,2200.0
La rue d'isly ,Alger Centre,5.0,120,5.0,1,1,1,1,0,1,1,0,3600.0
Boulevarsd Mohamed 5,Alger Centre,4.0,100,4.0,1,1,1,0,0,0,0,0,2500.0
sacr coeur,Alger Centre,3.0,75,3.0,1,1,1,1,0,1,0,0,2400.0
Pasteur,Alger Centre,6.0,50,2.0,1,1,1,1,0,0,0,0,2900.0
Tilimli,Alger Centre,1.0,110,4.0,1,1,1,0,0,0,0,0,3500.0
DR TROLLARD,Alger Centre,4.0,118,4.0,1,1,1,0,0,1,0,0,1100.0
telemly rue berceau ,Alger Centre,1.0,65,3.0,1,1,1,0,0,0,0,0,1600.0
CLAUDE AUDIN ,Alger Centre,1.0,94,4.0,1,1,1,1,0,1,0,0,2200.0
1 mai,Alger Centre,12.0,56,2.0,1,1,1,0,0,1,1,0,1200.0
rue  docteur Saadane,Alger Centre,5.0,120,5.0,0,0,0,0,0,0,0,0,1700.0
telemly,Alger Centre,2.0,125,5.0,1,1,1,1,0,1,0,0,2800.0
didouche mourad,Alger Centre,1.0,110,5.0,0,0,0,0,0,0,0,0,2100.0
Grande poste ,Alger Centre,5.0,155,5.0,1,1,1,1,0,0,1,0,1350.0
 ,Alger Centre,1.0,84,4.0,1,1,1,1,0,1,0,0,1200.0
victor hugo,Alger Centre,6.0,90,3.0,1,1,1,0,0,0,0,0,1450.0
Khelifa boukhalfa,Alger Centre,2.0,41,2.0,1,1,1,1,0,0,0,0,1700.0
LES BEAUX ARTS .TELEMLY ,Alger Centre,3.0,125,4.0,1,1,1,1,0,1,0,0,1700.0
rue muluse,Alger Centre,1.0,60,2.0,1,1,1,1,0,1,0,0,4000.0
meissonier,Alger Centre,2.0,120,5.0,1,1,1,1,0,1,0,0,1250.0
Sacr coeur ,Alger Centre,5.0,120,4.0,0,0,0,1,0,0,0,0,3000.0
Champs de manoeuvre ,Alger Centre,4.0,120,4.0,1,1,1,1,0,1,0,0,1300.0
SACRE COEUR ,Alger Centre,4.0,80,3.0,1,1,1,0,0,0,0,0,1500.0
Sacr cur ,Alger Centre,6.0,120,4.0,1,1,1,1,0,1,1,0,3200.0
1mai 5 de libere,Alger Centre,1.0,70,4.0,1,1,1,1,0,0,0,0,1320.0
Abane ramadan ,Alger Centre,5.0,90,3.0,1,1,1,1,0,0,0,0,2000.0
DIDOUCHE MOURAD,Alger Centre,2.0,145,5.0,1,1,1,0,0,0,0,0,1750.0
BOULEVARD MOHAMED V,Alger Centre,4.0,86,3.0,1,1,1,1,0,0,0,0,2700.0
Telemly,Alger Centre,2.0,105,5.0,1,1,1,1,0,1,0,0,1200.0
30 Rue Capitaine Mennani Noureddine Alger Algrie,Alger Centre,2.0,95,3.0,1,1,1,1,0,1,1,1,5000.0
calem,Alger Centre,3.0,126,5.0,1,1,1,1,0,0,1,0,2300.0
Rue des frres BELLILI,Alger Centre,2.0,50,2.0,0,0,0,1,0,1,0,0,1500.0
rue burdot,Alger Centre,1.0,37,2.0,1,1,1,1,0,0,0,0,4150.0
Didouche mourad,Alger Centre,1.0,40,3.0,1,1,1,0,0,0,0,0,2300.0
Salle harcha ,Alger Centre,4.0,83,3.0,1,1,1,1,0,0,0,0,2000.0
La grande poste.,Alger Centre,4.0,160,6.0,1,1,1,1,0,1,0,0,2600.0
Rue Charras,Alger Centre,2.0,90,4.0,1,1,1,1,0,0,0,0,2500.0
Telemly,Alger Centre,1.0,80,3.0,1,1,1,1,0,1,0,0,2700.0
Burdo,Alger Centre,1.0,37,2.0,1,1,1,1,0,0,0,0,2500.0
Rue disly,Alger Centre,1.0,200,6.0,1,1,1,1,0,0,0,0,3500.0
la grande poste ,Alger Centre,4.0,100,5.0,1,1,1,1,0,0,1,0,3400.0
Rue Ben M'hidi,Alger Centre,5.0,90,3.0,1,1,1,1,0,0,0,1,2000.0
Alger Centre ,Alger Centre,3.0,120,5.0,1,1,1,1,0,1,0,0,1700.0
Quartier audin ,Alger Centre,1.0,40,2.0,1,1,1,1,0,0,0,0,2000.0
LA RUE HASSIBA BEN BOUALI. PAS LOIN L'HOPITAL MUSTAPHA,Alger Centre,3.0,100,5.0,1,1,1,1,0,1,1,0,1250.0
Alger Centre,Alger Centre,5.0,192,6.0,1,1,1,1,0,0,0,0,1500.0
 ,Alger Centre,3.0,100,4.0,1,1,1,1,0,1,0,0,1200.0
mokhtar abdellatif ex dr trollard . tilimly,Alger Centre,1.0,58,3.0,1,1,1,1,0,0,0,0,1800.0
Khelifa Boukhalfa,Alger Centre,3.0,44,2.0,1,1,1,1,0,1,0,0,1400.0
meissonier ,Alger Centre,2.0,120,5.0,1,1,1,1,0,1,0,0,2000.0
Rue Frre Berrezouane,Alger Centre,4.0,55,2.0,1,1,1,1,0,0,0,0,1600.0
a proximite boulevard AMIROCH,Alger Centre,5.0,130,5.0,1,1,1,1,0,0,0,0,2400.0
izidour tachi,Alger Centre,1.0,70,3.0,0,0,0,1,0,1,0,0,1400.0
debbih cherif,Alger Centre,3.0,70,4.0,1,0,1,1,1,0,0,0,1100.0
tlmly,Alger Centre,5.0,75,3.0,1,1,1,1,0,0,0,0,2700.0
  ,Alger Centre,2.0,50,2.0,1,1,1,1,0,0,0,0,4600.0
meissonier alger centre,Alger Centre,4.0,67,3.0,1,1,1,1,0,1,0,0,3000.0
Rue Disely en face l'EMIR ABDELKADER,Alger Centre,4.0,110,4.0,1,1,1,1,0,1,0,0,4800.0
Meissonier,Alger Centre,5.0,110,4.0,1,1,1,1,0,1,1,0,1050.0
ALGER CENTRE,Alger Centre,4.0,72,3.0,1,1,1,1,0,1,0,0,3000.0
Rouissou,Alger Centre,7.0,76,3.0,1,1,1,1,0,1,0,0,3600.0
Ainlah,Alger Centre,4.0,84,4.0,0,0,0,0,0,0,0,0,1500.0
12 rue docteur saadane Alger centre ,Alger Centre,3.0,120,3.0,1,1,1,1,0,0,1,0,1700.0
DOCTEUR SAADAN,Alger Centre,5.0,120,4.0,1,1,1,1,0,1,0,0,2200.0
Meissonnier ,Alger Centre,3.0,67,3.0,1,1,1,1,0,1,0,0,1250.0
Didouch mourad,Alger Centre,5.0,34,2.0,1,1,1,1,0,1,0,0,2950.0
RUE ARAGO,Alger Centre,1.0,53,3.0,1,1,1,0,0,0,0,0,2400.0
rue Assalah hocine,Alger Centre,3.0,130,5.0,1,1,1,1,0,1,0,0,2800.0
Debussy,Alger Centre,5.0,160,4.0,0,0,0,0,0,0,0,0,1900.0
Didouche mourad enface 90 la cnas ,Alger Centre,4.0,102,4.0,1,1,1,1,0,0,0,0,1500.0
SOUIDANI BOUDJEMAA,Alger Centre,1.0,125,4.0,1,1,1,0,0,0,0,0,3200.0
"3 rue bourlon,rue-michelet - Alger ",Alger Centre,4.0,96,4.0,1,1,1,0,0,0,0,0,2300.0
Colonel amirouche ,Alger Centre,1.0,88,3.0,1,1,1,0,0,0,0,0,1200.0
Ferhat Boussaad Alger centre ,Alger Centre,2.0,89,4.0,1,1,1,0,0,0,0,0,1380.0
BD Mohamed 5.,Alger Centre,4.0,96,4.0,1,1,1,1,0,1,0,0,3300.0
bab azzoun,Alger Centre,2.0,126,5.0,1,1,1,0,0,0,0,0,3000.0
Alger ,Alger Centre,2.0,90,3.0,0,0,0,0,0,0,0,0,2200.0
RUE CHEVALIER DE MALTE  A 20 METRES DE LARBI BEN M'HIDI,Alger Centre,2.0,96,4.0,1,1,1,0,0,0,0,0,2600.0
14 rue edequard quinet acote cinema afric ,Alger Centre,6.0,68,3.0,1,1,1,0,0,0,0,0,2200.0
Saint Elizabhet telemley,Alger Centre,2.0,50,2.0,1,1,1,1,0,1,0,0,2200.0
telemly,Alger Centre,5.0,75,3.0,1,1,1,1,0,0,0,0,2500.0
BOULEVARD  VICTOR  HUGO,Alger Centre,4.0,220,5.0,1,1,1,0,0,0,0,0,2000.0
Ali Boumendjel,Alger Centre,3.0,226,6.0,1,1,1,1,0,0,0,0,1400.0
Telemly,Alger Centre,1.0,50,2.0,1,1,1,0,0,0,0,0,4000.0
BD Mohamed 5.,Alger Centre,5.0,90,4.0,1,1,1,1,0,1,0,0,3000.0
Sacr Coeur,Alger Centre,8.0,170,5.0,1,1,1,1,0,1,0,0,1900.0
didouche Mourad ,Alger Centre,3.0,110,4.0,0,0,0,1,0,1,0,0,4300.0
grand poste,Alger Centre,4.0,100,5.0,1,1,1,0,0,0,0,0,1700.0
Meissonier,Alger Centre,2.0,115,5.0,1,1,1,1,0,1,0,0,1200.0
St Augustin,Alger Centre,4.0,95,5.0,1,1,1,0,0,0,1,0,1050.0
PLACE DU 1er MAI 9eme GROUPE,Alger Centre,1.0,95,4.0,1,1,1,0,0,0,0,0,1100.0
alger,Alger Centre,8.0,84,4.0,1,1,1,0,0,0,0,0,1700.0
